Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD
AIJ-102702,Robotics Engineer,Government,Canada,High School,16,0.61,0.95,Hybrid,96574
AIJ-102703,Business Analyst,Retail,USA,PhD,18,0.9,0.92,Hybrid,162664
AIJ-102704,Machine Learning Engineer,Technology,UAE,Bachelor,13,0.16,0.38,Yes,41392
AIJ-102705,Digital Marketer,Education,USA,Bachelor,23,0.73,0.89,Yes,53652
AIJ-102706,HR Specialist,Finance,UAE,PhD,4,0.62,0.88,No,50450
AIJ-102707,Business Analyst,Energy,Pakistan,PhD,9,0.62,0.79,No,81396
AIJ-102708,Prompt Engineer,Manufacturing,Australia,High School,18,0.25,0.61,No,64420
AIJ-102709,Product Manager,Energy,Australia,Master,14,0.83,0.73,No,206965
AIJ-102710,Blockchain Developer,Manufacturing,USA,PhD,16,0.78,0.6,Yes,40285
AIJ-102711,AI Engineer,Transportation,Germany,Master,8,0.5,0.84,No,147649
AIJ-102712,Data Engineer,Government,UK,High School,5,0.62,0.61,Hybrid,145032
AIJ-102713,Teacher,Government,Canada,High School,13,0.5,0.74,Yes,144986
AIJ-102714,Data Engineer,Energy,UAE,High School,3,0.46,0.7,Hybrid,104781
AIJ-102715,Teacher,Retail,Canada,PhD,4,0.8,0.97,Hybrid,42324
AIJ-102716,Financial Analyst,Energy,Australia,PhD,1,0.85,0.39,Yes,56487
AIJ-102717,Data Scientist,Finance,UK,High School,7,0.87,0.88,Yes,174263
AIJ-102718,UX Designer,Healthcare,India,PhD,11,0.32,0.94,No,156477
AIJ-102719,Business Analyst,Education,Singapore,PhD,22,0.22,0.75,No,130098
AIJ-102720,UX Designer,Transportation,USA,PhD,20,0.13,0.49,No,134233
AIJ-102721,UX Designer,Government,Canada,Master,6,0.9,0.42,No,143560
AIJ-102722,Financial Analyst,Healthcare,Germany,Bachelor,14,0.59,0.4,Yes,135913
AIJ-102723,HR Specialist,Finance,USA,Master,1,0.07,0.68,Hybrid,55692
AIJ-102724,Cloud Architect,Government,UK,Master,18,0.55,0.49,Hybrid,61384
AIJ-102725,HR Specialist,Healthcare,UAE,PhD,12,0.29,0.29,Yes,159465
AIJ-102726,Business Analyst,Healthcare,Pakistan,Bachelor,11,0.16,0.78,No,124732
AIJ-102727,IoT Specialist,Healthcare,Australia,Bachelor,17,0.14,0.83,Hybrid,204359
AIJ-102728,Product Manager,Energy,India,PhD,7,0.17,0.59,Yes,85557
AIJ-102729,Software Developer,Media,UAE,Master,15,0.36,0.28,No,119746
AIJ-102730,AI Engineer,Energy,Pakistan,Bachelor,24,0.36,0.66,No,205041
AIJ-102731,Data Engineer,Government,UAE,PhD,10,0.91,0.49,No,31352
AIJ-102732,Business Analyst,Transportation,UAE,High School,8,0.89,0.35,Hybrid,108841
AIJ-102733,Healthcare Analyst,Energy,Singapore,Bachelor,23,0.67,0.74,Yes,31522
AIJ-102734,HR Specialist,Retail,UK,Bachelor,20,0.21,0.29,No,199539
AIJ-102735,Machine Learning Engineer,Transportation,Japan,Bachelor,11,0.07,0.83,No,73994
AIJ-102736,Blockchain Developer,Transportation,USA,High School,7,0.09,0.2,No,200078
AIJ-102737,Healthcare Analyst,Healthcare,Pakistan,High School,24,0.2,0.73,Yes,171912
AIJ-102738,Digital Marketer,Energy,India,PhD,7,0.15,0.98,No,46369
AIJ-102739,Software Developer,Government,UAE,PhD,20,0.23,0.8,No,213146
AIJ-102740,Blockchain Developer,Healthcare,Japan,High School,23,0.83,0.59,Hybrid,41656
AIJ-102741,Cybersecurity Analyst,Manufacturing,Pakistan,PhD,13,0.29,0.96,Yes,195500
AIJ-102742,Product Manager,Media,Japan,Master,19,0.82,0.99,No,59471
AIJ-102743,Cloud Architect,Retail,Germany,High School,6,0.64,0.53,No,173842
AIJ-102744,Machine Learning Engineer,Energy,Pakistan,Master,18,0.21,0.86,Hybrid,91656
AIJ-102745,HR Specialist,Media,USA,Bachelor,8,0.36,0.89,No,135042
AIJ-102746,Data Engineer,Healthcare,Japan,Bachelor,6,0.42,0.46,Yes,190753
AIJ-102747,Data Scientist,Energy,India,High School,16,0.35,0.85,Yes,178604
AIJ-102748,Healthcare Analyst,Education,UAE,Master,18,0.8,0.22,No,130267
AIJ-102749,Cloud Architect,Finance,Australia,High School,0,0.28,0.57,No,163704
AIJ-102750,Software Developer,Education,UK,Master,10,0.52,0.57,Hybrid,141102
AIJ-102751,Robotics Engineer,Finance,India,PhD,14,0.08,0.99,No,99753
AIJ-102752,Robotics Engineer,Transportation,Japan,Master,2,0.28,0.89,Hybrid,172885
AIJ-102753,Machine Learning Engineer,Manufacturing,UK,High School,13,0.32,0.88,No,140828
AIJ-102754,Software Developer,Retail,India,Bachelor,0,0.72,0.58,Yes,213912
AIJ-102755,Blockchain Developer,Media,Germany,PhD,7,0.38,0.25,No,153941
AIJ-102756,Teacher,Education,Pakistan,Bachelor,13,0.75,0.53,Yes,84084
AIJ-102757,Blockchain Developer,Technology,Canada,Bachelor,6,0.35,0.83,Yes,65794
AIJ-102758,Cloud Architect,Media,Pakistan,Bachelor,7,0.71,0.21,Yes,148794
AIJ-102759,Digital Marketer,Energy,India,Bachelor,3,0.54,0.94,No,92075
AIJ-102760,Product Manager,Technology,UAE,High School,3,0.14,0.8,Hybrid,174724
AIJ-102761,Business Analyst,Retail,USA,High School,15,0.21,0.63,Hybrid,79921
AIJ-102762,Cloud Architect,Finance,USA,Bachelor,9,0.46,0.28,No,157273
AIJ-102763,Software Developer,Education,UAE,High School,12,0.17,0.43,No,76730
AIJ-102764,Data Scientist,Government,Japan,Bachelor,23,0.91,0.68,Yes,145849
AIJ-102765,Cloud Architect,Technology,India,PhD,1,0.12,0.26,Yes,190576
AIJ-102766,Machine Learning Engineer,Finance,UAE,Bachelor,18,0.37,0.57,Yes,195911
AIJ-102767,Healthcare Analyst,Retail,Germany,Master,19,0.37,0.57,Yes,134571
AIJ-102768,Cybersecurity Analyst,Energy,USA,Master,21,0.57,0.74,No,47250
AIJ-102769,Robotics Engineer,Media,Pakistan,PhD,24,0.77,0.83,Hybrid,170474
AIJ-102770,HR Specialist,Healthcare,India,Bachelor,17,0.1,0.25,Yes,83210
AIJ-102771,HR Specialist,Healthcare,Germany,PhD,5,0.88,0.91,Yes,219895
AIJ-102772,Prompt Engineer,Finance,USA,PhD,10,0.7,0.4,Yes,176619
AIJ-102773,Robotics Engineer,Media,Pakistan,Master,0,0.06,0.39,No,161167
AIJ-102774,Prompt Engineer,Finance,UAE,Bachelor,9,0.19,0.57,Yes,215133
AIJ-102775,UX Designer,Energy,Germany,Bachelor,17,0.23,0.23,No,107608
AIJ-102776,Digital Marketer,Technology,Singapore,Bachelor,0,0.92,0.96,Hybrid,189026
AIJ-102777,Prompt Engineer,Media,Germany,Bachelor,17,0.87,0.67,Yes,41961
AIJ-102778,Teacher,Manufacturing,Japan,High School,23,0.57,0.52,Yes,125773
AIJ-102779,Blockchain Developer,Technology,Australia,PhD,20,0.28,0.54,No,88367
AIJ-102780,Machine Learning Engineer,Technology,Pakistan,Master,10,0.91,0.8,Yes,159442
AIJ-102781,Product Manager,Education,Australia,High School,14,0.31,0.49,Yes,122442
AIJ-102782,Machine Learning Engineer,Media,Pakistan,Master,9,0.62,0.47,Hybrid,219737
AIJ-102783,UX Designer,Finance,USA,High School,21,0.07,0.7,Hybrid,160181
AIJ-102784,Cloud Architect,Manufacturing,Japan,High School,23,0.89,0.6,No,183537
AIJ-102785,Blockchain Developer,Transportation,Japan,Master,25,0.28,0.74,Yes,165840
AIJ-102786,Robotics Engineer,Transportation,Australia,Bachelor,7,0.55,0.42,Yes,33615
AIJ-102787,Blockchain Developer,Retail,Canada,PhD,10,0.84,0.99,Yes,158537
AIJ-102788,Cloud Architect,Healthcare,Australia,Master,18,0.26,0.25,No,215048
AIJ-102789,Cybersecurity Analyst,Technology,Canada,High School,0,0.71,0.36,Yes,115104
AIJ-102790,Cybersecurity Analyst,Transportation,India,PhD,8,0.13,0.79,Hybrid,41913
AIJ-102791,Data Engineer,Finance,India,PhD,23,0.72,0.34,Yes,114440
AIJ-102792,Blockchain Developer,Technology,UK,PhD,19,0.35,0.34,Yes,111157
AIJ-102793,Cloud Architect,Media,UAE,High School,16,0.18,0.82,No,91733
AIJ-102794,Healthcare Analyst,Energy,Japan,High School,4,0.67,0.95,Hybrid,218558
AIJ-102795,Teacher,Technology,India,Master,14,0.84,0.84,No,150008
AIJ-102796,Machine Learning Engineer,Government,UAE,High School,13,0.06,0.74,Hybrid,33614
AIJ-102797,Data Engineer,Healthcare,Australia,High School,6,0.91,0.3,No,164747
AIJ-102798,AI Engineer,Media,Germany,High School,8,0.11,0.81,Hybrid,132744
AIJ-102799,Cloud Architect,Government,Japan,PhD,2,0.9,0.44,Yes,133596
AIJ-102800,Blockchain Developer,Finance,UK,PhD,0,0.65,0.85,Hybrid,97464
AIJ-102801,Financial Analyst,Technology,Singapore,Bachelor,25,0.08,0.59,No,165033
AIJ-102802,IoT Specialist,Manufacturing,Singapore,Master,18,0.91,0.79,Hybrid,130095
AIJ-102803,AI Engineer,Finance,Germany,Master,25,0.24,0.81,Hybrid,184618
AIJ-102804,Teacher,Energy,UK,Master,17,0.72,0.91,Yes,150957
AIJ-102805,Data Scientist,Healthcare,Canada,PhD,10,0.1,0.58,Hybrid,211748
AIJ-102806,Teacher,Government,Singapore,High School,25,0.69,0.88,Hybrid,98268
AIJ-102807,Data Engineer,Transportation,Canada,Master,22,0.55,0.38,No,61630
AIJ-102808,Blockchain Developer,Education,Canada,Bachelor,22,0.24,0.85,Hybrid,95349
AIJ-102809,Product Manager,Technology,Japan,Bachelor,16,0.63,0.31,Yes,156085
AIJ-102810,AI Engineer,Education,Singapore,High School,12,0.46,0.53,Hybrid,81516
AIJ-102811,Healthcare Analyst,Retail,UK,PhD,24,0.54,0.26,Yes,57732
AIJ-102812,Data Scientist,Finance,UK,PhD,25,0.35,0.44,Yes,88786
AIJ-102813,Prompt Engineer,Education,Singapore,Bachelor,13,0.29,0.43,No,131213
AIJ-102814,Blockchain Developer,Retail,USA,PhD,25,0.88,0.95,Hybrid,116864
AIJ-102815,Prompt Engineer,Technology,Pakistan,Bachelor,24,0.74,0.58,Hybrid,80602
AIJ-102816,UX Designer,Healthcare,Japan,PhD,21,0.71,0.36,Hybrid,197606
AIJ-102817,Financial Analyst,Retail,India,PhD,5,0.31,0.49,No,202965
AIJ-102818,UX Designer,Finance,USA,PhD,3,0.55,0.55,Yes,181481
AIJ-102819,HR Specialist,Technology,Japan,High School,5,0.49,0.88,Hybrid,159433
AIJ-102820,Machine Learning Engineer,Finance,Pakistan,High School,19,0.12,0.34,Yes,131914
AIJ-102821,Financial Analyst,Finance,USA,High School,8,0.7,0.28,Yes,73982
AIJ-102822,Teacher,Retail,USA,Bachelor,15,0.22,0.28,No,74430
AIJ-102823,Teacher,Finance,USA,Master,19,0.55,0.84,Hybrid,47900
AIJ-102824,Data Engineer,Transportation,Japan,PhD,5,0.09,0.56,Yes,75768
AIJ-102825,UX Designer,Retail,Japan,Master,10,0.22,0.58,Hybrid,127732
AIJ-102826,Data Scientist,Transportation,Pakistan,High School,13,0.65,0.61,Yes,177727
AIJ-102827,Cloud Architect,Transportation,Australia,Master,17,0.47,0.31,Yes,191815
AIJ-102828,UX Designer,Media,India,High School,20,0.07,0.85,No,166993
AIJ-102829,Product Manager,Energy,Germany,PhD,19,0.11,0.72,Yes,108659
AIJ-102830,DevOps Engineer,Healthcare,USA,Master,10,0.6,0.26,No,72074
AIJ-102831,HR Specialist,Government,UAE,High School,13,0.78,0.35,Hybrid,153927
AIJ-102832,Healthcare Analyst,Retail,Pakistan,PhD,9,0.13,0.71,No,163394
AIJ-102833,Blockchain Developer,Manufacturing,India,High School,2,0.73,0.77,Hybrid,73681
AIJ-102834,Financial Analyst,Finance,UAE,Bachelor,0,0.56,0.26,Yes,44899
AIJ-102835,IoT Specialist,Manufacturing,Pakistan,Bachelor,16,0.75,0.88,Hybrid,92587
AIJ-102836,Machine Learning Engineer,Technology,Australia,PhD,13,0.57,0.33,No,195197
AIJ-102837,DevOps Engineer,Energy,Australia,High School,14,0.09,0.36,Hybrid,73988
AIJ-102838,Data Scientist,Finance,Japan,Master,24,0.68,0.81,Yes,120619
AIJ-102839,Blockchain Developer,Energy,Australia,High School,12,0.93,0.26,Yes,185278
AIJ-102840,Robotics Engineer,Media,Australia,Master,18,0.33,0.22,Yes,87946
AIJ-102841,Prompt Engineer,Finance,Canada,PhD,9,0.66,0.42,Yes,160721
AIJ-102842,Teacher,Transportation,Germany,Bachelor,14,0.57,0.35,Hybrid,79702
AIJ-102843,Cybersecurity Analyst,Retail,Japan,Master,4,0.64,0.73,No,178565
AIJ-102844,Financial Analyst,Government,Japan,High School,8,0.92,0.88,No,97158
AIJ-102845,Software Developer,Healthcare,UK,High School,25,0.62,0.22,Yes,105506
AIJ-102846,Healthcare Analyst,Energy,Singapore,PhD,4,0.33,0.34,Yes,207657
AIJ-102847,Business Analyst,Energy,Japan,High School,14,0.24,0.78,Yes,192543
AIJ-102848,Robotics Engineer,Transportation,UAE,High School,1,0.84,0.7,No,44256
AIJ-102849,Business Analyst,Media,Germany,Bachelor,22,0.19,0.87,No,110470
AIJ-102850,DevOps Engineer,Transportation,Pakistan,High School,7,0.28,0.95,Hybrid,97269
AIJ-102851,Data Scientist,Retail,India,Bachelor,6,0.81,0.84,Yes,61698
AIJ-102852,Healthcare Analyst,Media,India,Bachelor,5,0.31,0.62,No,127920
AIJ-102853,Business Analyst,Finance,Pakistan,Bachelor,22,0.49,0.22,No,188073
AIJ-102854,Teacher,Media,UAE,High School,22,0.51,0.28,No,101987
AIJ-102855,Business Analyst,Energy,UK,Bachelor,2,0.58,0.61,No,216436
AIJ-102856,Financial Analyst,Media,UK,PhD,25,0.91,0.45,No,170590
AIJ-102857,Cloud Architect,Retail,India,Bachelor,18,0.51,0.45,Hybrid,168286
AIJ-102858,Cloud Architect,Technology,UAE,Master,25,0.36,0.81,Hybrid,125371
AIJ-102859,HR Specialist,Transportation,USA,High School,23,0.11,0.6,Yes,63048
AIJ-102860,Prompt Engineer,Government,UAE,PhD,19,0.63,0.97,Yes,55302
AIJ-102861,Cloud Architect,Technology,UAE,Bachelor,4,0.65,0.34,No,215145
AIJ-102862,Blockchain Developer,Finance,Canada,High School,20,0.28,0.83,Hybrid,51401
AIJ-102863,Robotics Engineer,Manufacturing,Japan,Bachelor,3,0.36,0.74,Hybrid,108881
AIJ-102864,UX Designer,Technology,UAE,PhD,8,0.81,0.22,No,119658
AIJ-102865,Teacher,Retail,Singapore,High School,24,0.84,0.91,No,91316
AIJ-102866,Data Scientist,Finance,Canada,High School,13,0.2,0.77,No,129315
AIJ-102867,Data Engineer,Education,USA,PhD,6,0.32,0.31,Hybrid,32036
AIJ-102868,Blockchain Developer,Finance,India,PhD,16,0.35,0.74,Hybrid,178246
AIJ-102869,Prompt Engineer,Government,USA,Bachelor,7,0.45,0.55,Hybrid,200667
AIJ-102870,Machine Learning Engineer,Technology,USA,Master,0,0.81,0.9,Hybrid,205050
AIJ-102871,Software Developer,Healthcare,Pakistan,PhD,7,0.37,0.23,Hybrid,44242
AIJ-102872,Robotics Engineer,Retail,Pakistan,Master,7,0.82,0.29,Hybrid,87633
AIJ-102873,Digital Marketer,Retail,UK,High School,19,0.41,0.53,Yes,90182
AIJ-102874,UX Designer,Technology,Australia,Master,20,0.11,0.73,No,207066
AIJ-102875,UX Designer,Manufacturing,Australia,Bachelor,18,0.36,0.36,Yes,95082
AIJ-102876,AI Engineer,Manufacturing,Japan,PhD,14,0.79,0.44,No,135149
AIJ-102877,Prompt Engineer,Government,Germany,Bachelor,11,0.33,0.58,Hybrid,182045
AIJ-102878,Product Manager,Energy,UAE,Master,8,0.71,0.75,No,210460
AIJ-102879,Software Developer,Energy,Japan,PhD,21,0.28,0.29,Yes,173804
AIJ-102880,HR Specialist,Retail,Japan,Master,21,0.57,0.66,Yes,183567
AIJ-102881,Product Manager,Government,Germany,PhD,0,0.8,0.61,Hybrid,116263
AIJ-102882,UX Designer,Energy,USA,High School,4,0.63,0.66,Hybrid,77037
AIJ-102883,Blockchain Developer,Technology,India,Bachelor,23,0.11,0.64,Hybrid,144675
AIJ-102884,Financial Analyst,Government,Singapore,Master,25,0.72,0.62,Hybrid,88252
AIJ-102885,Teacher,Education,UAE,High School,22,0.3,0.5,No,121794
AIJ-102886,Healthcare Analyst,Transportation,Canada,PhD,5,0.85,0.57,Hybrid,215445
AIJ-102887,UX Designer,Media,Germany,Master,12,0.16,0.5,Hybrid,189876
AIJ-102888,Business Analyst,Technology,Germany,PhD,2,0.74,0.83,Hybrid,190735
AIJ-102889,Prompt Engineer,Media,Germany,PhD,23,0.95,0.98,Hybrid,79616
AIJ-102890,UX Designer,Energy,Pakistan,Master,10,0.75,0.75,No,40304
AIJ-102891,Robotics Engineer,Finance,Canada,High School,7,0.85,0.37,No,45235
AIJ-102892,HR Specialist,Education,UAE,PhD,22,0.21,0.36,Hybrid,147271
AIJ-102893,UX Designer,Technology,Singapore,Master,1,0.06,0.43,Hybrid,154334
AIJ-102894,Teacher,Education,Singapore,Bachelor,24,0.93,0.66,No,111826
AIJ-102895,Prompt Engineer,Healthcare,India,High School,9,0.44,0.56,No,82094
AIJ-102896,Teacher,Retail,UK,Bachelor,5,0.06,0.75,Yes,189788
AIJ-102897,Teacher,Media,Canada,High School,15,0.77,0.99,Yes,176680
AIJ-102898,Data Engineer,Education,India,Master,8,0.33,0.3,Yes,163419
AIJ-102899,Product Manager,Education,Canada,High School,19,0.09,0.37,Yes,64233
AIJ-102900,Software Developer,Manufacturing,USA,Master,19,0.65,0.88,Hybrid,108856
AIJ-102901,DevOps Engineer,Healthcare,UAE,PhD,20,0.8,0.93,Hybrid,190165
AIJ-102902,Software Developer,Manufacturing,Japan,Bachelor,6,0.11,0.77,Yes,168178
AIJ-102903,Data Scientist,Manufacturing,India,PhD,18,0.94,0.44,Yes,139195
AIJ-102904,Product Manager,Transportation,Singapore,PhD,10,0.3,0.37,Yes,35729
AIJ-102905,Business Analyst,Transportation,UAE,High School,0,0.21,0.93,Yes,45626
AIJ-102906,AI Engineer,Media,Singapore,Bachelor,5,0.78,0.82,Hybrid,154088
AIJ-102907,Blockchain Developer,Retail,Australia,Master,23,0.33,0.47,Yes,112672
AIJ-102908,Data Scientist,Energy,UK,Bachelor,11,0.51,0.48,Hybrid,119964
AIJ-102909,Business Analyst,Media,Australia,Master,10,0.11,0.84,No,191194
AIJ-102910,HR Specialist,Finance,UAE,Master,2,0.73,0.95,Yes,206733
AIJ-102911,AI Engineer,Transportation,Japan,Bachelor,8,0.62,0.24,Yes,99562
AIJ-102912,Robotics Engineer,Government,Japan,PhD,6,0.82,0.55,Yes,93332
AIJ-102913,Prompt Engineer,Healthcare,UK,Bachelor,8,0.79,0.94,Yes,173212
AIJ-102914,IoT Specialist,Retail,USA,PhD,11,0.63,0.35,Hybrid,176967
AIJ-102915,Software Developer,Media,Singapore,Master,2,0.21,0.7,No,183462
AIJ-102916,Financial Analyst,Manufacturing,Canada,Master,23,0.65,0.85,Hybrid,31500
AIJ-102917,HR Specialist,Media,Singapore,Bachelor,22,0.61,0.64,No,124808
AIJ-102918,AI Engineer,Media,Canada,High School,7,0.6,0.38,Hybrid,35272
AIJ-102919,Robotics Engineer,Education,USA,Master,6,0.87,0.4,No,110126
AIJ-102920,Cybersecurity Analyst,Government,Pakistan,High School,15,0.4,0.38,Yes,149844
AIJ-102921,Blockchain Developer,Finance,USA,Bachelor,5,0.87,0.76,Yes,172342
AIJ-102922,Teacher,Finance,India,Master,17,0.39,0.47,Yes,114862
AIJ-102923,Product Manager,Media,UK,PhD,7,0.76,0.4,No,202856
AIJ-102924,DevOps Engineer,Finance,Canada,Master,13,0.79,0.31,Yes,40011
AIJ-102925,Cloud Architect,Manufacturing,UAE,PhD,21,0.62,0.29,Yes,99505
AIJ-102926,UX Designer,Healthcare,Japan,High School,16,0.53,0.49,Yes,57546
AIJ-102927,Digital Marketer,Energy,India,Bachelor,11,0.83,0.98,Yes,154531
AIJ-102928,Prompt Engineer,Education,UK,Bachelor,2,0.78,0.4,Yes,171374
AIJ-102929,Data Scientist,Media,Germany,Master,1,0.34,0.31,Yes,134870
AIJ-102930,Machine Learning Engineer,Healthcare,Pakistan,Master,4,0.69,0.89,Hybrid,132121
AIJ-102931,Machine Learning Engineer,Finance,Canada,PhD,20,0.13,0.51,No,87352
AIJ-102932,Teacher,Healthcare,Australia,Bachelor,14,0.76,0.67,No,149634
AIJ-102933,HR Specialist,Healthcare,UAE,PhD,24,0.24,0.37,Yes,175636
AIJ-102934,IoT Specialist,Transportation,Germany,Master,23,0.63,0.88,Hybrid,167874
AIJ-102935,HR Specialist,Finance,Japan,Bachelor,20,0.66,0.56,No,204529
AIJ-102936,Blockchain Developer,Energy,Germany,PhD,12,0.78,0.54,Yes,158431
AIJ-102937,HR Specialist,Technology,Canada,High School,14,0.91,0.38,No,161204
AIJ-102938,DevOps Engineer,Retail,USA,Bachelor,17,0.39,0.76,Hybrid,138582
AIJ-102939,Prompt Engineer,Energy,UK,PhD,11,0.68,0.48,No,143481
AIJ-102940,Prompt Engineer,Government,Canada,PhD,12,0.61,0.76,No,79084
AIJ-102941,Healthcare Analyst,Retail,UAE,Bachelor,1,0.66,0.89,Hybrid,36771
AIJ-102942,IoT Specialist,Education,Canada,High School,0,0.68,0.52,Yes,41409
AIJ-102943,Machine Learning Engineer,Finance,Germany,Master,10,0.33,0.3,Yes,164119
AIJ-102944,Data Scientist,Government,India,High School,2,0.37,0.99,Yes,199530
AIJ-102945,Healthcare Analyst,Technology,Japan,Bachelor,13,0.25,0.44,Yes,187802
AIJ-102946,Machine Learning Engineer,Media,Singapore,Master,16,0.06,0.28,Hybrid,91953
AIJ-102947,UX Designer,Retail,Japan,High School,15,0.76,0.57,Yes,45695
AIJ-102948,Teacher,Technology,Pakistan,Bachelor,21,0.18,0.83,Hybrid,156863
AIJ-102949,Business Analyst,Education,Singapore,High School,0,0.72,0.57,No,159399
AIJ-102950,Data Scientist,Technology,Singapore,PhD,11,0.74,0.95,Hybrid,66977
AIJ-102951,Blockchain Developer,Retail,Australia,PhD,10,0.86,0.25,No,104639
AIJ-102952,HR Specialist,Transportation,Japan,Bachelor,8,0.21,0.38,No,60357
AIJ-102953,Blockchain Developer,Finance,UAE,Bachelor,8,0.4,0.98,Yes,62449
AIJ-102954,HR Specialist,Finance,UK,Bachelor,1,0.89,0.92,Hybrid,174565
AIJ-102955,Robotics Engineer,Education,USA,PhD,4,0.92,0.59,Hybrid,192376
AIJ-102956,AI Engineer,Finance,UAE,PhD,6,0.61,0.39,Hybrid,129461
AIJ-102957,Financial Analyst,Manufacturing,UK,High School,3,0.94,0.94,Yes,188899
AIJ-102958,Teacher,Finance,Singapore,High School,0,0.29,0.29,No,64189
AIJ-102959,Product Manager,Manufacturing,Japan,High School,12,0.5,0.46,Hybrid,171750
AIJ-102960,HR Specialist,Manufacturing,Japan,Master,1,0.76,0.66,No,39160
AIJ-102961,Machine Learning Engineer,Government,Germany,Bachelor,6,0.84,0.46,No,35240
AIJ-102962,Digital Marketer,Education,UK,Master,16,0.14,0.38,Hybrid,127979
AIJ-102963,Robotics Engineer,Retail,India,Master,0,0.79,0.27,Yes,115472
AIJ-102964,HR Specialist,Transportation,Germany,High School,19,0.27,0.58,Hybrid,207823
AIJ-102965,Data Scientist,Retail,India,High School,3,0.21,0.73,Yes,108212
AIJ-102966,Teacher,Technology,India,Bachelor,2,0.38,0.23,Yes,70992
AIJ-102967,Product Manager,Healthcare,Australia,Master,6,0.95,0.23,Yes,103984
AIJ-102968,Machine Learning Engineer,Transportation,Germany,Bachelor,8,0.89,0.57,No,44901
AIJ-102969,Business Analyst,Government,Australia,PhD,20,0.26,0.81,Hybrid,195776
AIJ-102970,Data Scientist,Energy,Canada,PhD,21,0.13,0.38,Hybrid,110157
AIJ-102971,DevOps Engineer,Government,Canada,Bachelor,8,0.65,0.33,Yes,51880
AIJ-102972,AI Engineer,Retail,India,High School,9,0.59,0.41,Yes,144249
AIJ-102973,Data Scientist,Transportation,UK,Master,14,0.41,0.39,No,218524
AIJ-102974,IoT Specialist,Transportation,UAE,Bachelor,9,0.39,0.77,Hybrid,88788
AIJ-102975,UX Designer,Government,Japan,PhD,14,0.18,0.97,Hybrid,71802
AIJ-102976,Data Scientist,Retail,USA,PhD,15,0.81,0.47,Yes,53660
AIJ-102977,Data Engineer,Energy,Pakistan,High School,5,0.87,0.69,Yes,194869
AIJ-102978,Digital Marketer,Education,Australia,Bachelor,15,0.95,0.93,Yes,69572
AIJ-102979,Machine Learning Engineer,Government,USA,Master,11,0.83,0.49,Hybrid,47790
AIJ-102980,Prompt Engineer,Energy,Australia,High School,11,0.76,0.79,Hybrid,35747
AIJ-102981,AI Engineer,Finance,Canada,High School,13,0.2,0.95,Hybrid,158218
AIJ-102982,IoT Specialist,Media,Canada,Master,8,0.82,0.67,Hybrid,54771
AIJ-102983,HR Specialist,Education,India,PhD,22,0.63,0.81,No,104686
AIJ-102984,Cybersecurity Analyst,Energy,USA,PhD,9,0.35,0.48,Hybrid,177394
AIJ-102985,IoT Specialist,Education,USA,PhD,9,0.82,0.88,Hybrid,104518
AIJ-102986,Financial Analyst,Finance,Canada,PhD,9,0.76,0.66,No,133617
AIJ-102987,UX Designer,Healthcare,India,Master,14,0.55,0.73,Hybrid,166973
AIJ-102988,Cybersecurity Analyst,Education,USA,Bachelor,25,0.53,0.47,Hybrid,141251
AIJ-102989,HR Specialist,Energy,India,PhD,3,0.47,0.75,Hybrid,126070
